Date,Close,Volume,EMA10,EMA50,EMA100,ROC12,ROC24,Name,AUD,CAD,EUR,GBP,USD,JPY,ENX,JPXGY,NIKKEI,NASDAQ,SSE,GOLD,OIL,SILVER
8/22/2016,10815.92,2777550000,10812.53817,10645.50425,10492.6518,-1.005832144,-0.530514279,NYSE,1.31,1.29,1.13,1.31,94.52,100.55,40.13,7.71,16598.19,5244.6,3084.8,1343.4,47.05,18.86
8/23/2016,10847.49,3041490000,10818.89305,10653.42526,10499.6783,-0.595713847,-0.501406316,NYSE,1.31,1.29,1.13,1.31,94.54,100.25,40.18,7.56,16497.36,5260.08,3089.71,1346.1,48.1,18.92
8/24/2016,10791.18,3148280000,10813.85431,10658.8274,10505.45061,-0.029375842,-0.301727893,NYSE,1.31,1.29,1.13,1.32,94.79,100.31,39.89,7.58,16597.3,5217.69,3085.88,1329.7,46.77,18.56
8/25/2016,10784.37,2969310000,10808.49353,10663.75064,10510.97376,0.186751753,0.191666273,NYSE,1.31,1.29,1.13,1.32,94.77,100.55,38.88,7.95,16555.95,5212.2,3068.33,1324.6,47.33,18.49
8/26/2016,10749.33,3342340000,10797.73652,10667.1067,10515.69369,0.238619523,0.028839007,NYSE,1.31,1.29,1.13,1.32,95.57,100.56,39.19,7.74,16360.71,5218.92,3070.31,1325.9,47.64,18.65
8/29/2016,10811.35,2654780000,10800.2117,10672.7633,10521.54827,0.102299898,-0.354812304,NYSE,1.33,1.3,1.12,1.31,95.58,101.92,38.7,7.76,16737.49,5232.33,3070.03,1327.1,46.98,18.77
8/30/2016,10797.54,3006800000,10799.72594,10677.6565,10527.01345,0.564573042,-0.535029275,NYSE,1.32,1.3,1.12,1.31,96.05,101.81,38.44,7.94,16725.36,5222.99,3074.68,1316.5,46.35,18.67
8/31/2016,10764.75,3766390000,10793.36668,10681.07193,10531.72111,0.417938178,-0.19127244,NYSE,1.33,1.31,1.12,1.31,96.02,102.87,37.83,7.78,16887.4,5213.22,3085.49,1311.4,44.7,18.71
9/1/2016,10771.93,3392120000,10789.4691,10684.63499,10536.47772,0.489327354,0.126068402,NYSE,1.33,1.31,1.12,1.31,95.65,103.3,38.06,7.89,16926.84,5227.21,3063.3,1317.1,43.16,18.94
9/2/2016,10856.92,3091120000,10801.7329,10691.39127,10542.82311,0.056093257,-1.167181853,NYSE,1.32,1.31,1.12,1.33,95.88,103.26,38.44,8,16925.68,5249.9,3067.35,1354,44.44,19.37
9/6/2016,10890.79,3447650000,10817.9251,10699.21083,10549.71354,-0.565982817,-2.108754278,NYSE,1.32,1.29,1.12,1.33,94.82,103.51,38.21,7.99,17081.98,5275.91,3090.71,1349.2,44.83,20.1
9/7/2016,10890.18,3319420000,10831.06235,10706.69981,10556.45545,-0.681898738,-1.790971315,NYSE,1.3,1.28,1.13,1.34,94.96,101.53,38.52,8.09,17012.44,5283.93,3091.93,1349.2,45.5,19.85
9/8/2016,10882.33,3727840000,10840.38374,10713.58727,10562.90842,-0.320152026,-1.60994934,NYSE,1.3,1.29,1.12,1.33,95.03,101.83,39.15,8.08,16958.77,5259.48,3095.95,1341.6,47.62,19.68
9/9/2016,10613.53,4233960000,10799.13761,10709.66346,10563.91082,1.673806924,1.595510636,NYSE,1.31,1.29,1.13,1.33,95.34,102.31,38.51,8.02,16965.76,5125.91,3078.85,1334.5,45.88,19.37
9/12/2016,10741.24,4010480000,10788.61077,10710.90175,10567.42229,0.401536508,0.435424588,NYSE,1.33,1.3,1.12,1.33,95.1,102.44,38,7.94,16672.92,5211.89,3021.98,1325.6,46.29,19
9/13/2016,10535.36,4141670000,10742.56518,10704.01776,10566.78739,2.030969991,2.554729976,NYSE,1.32,1.3,1.12,1.33,95.63,101.75,38.4,7.69,16729.04,5155.25,3023.51,1323.7,44.9,18.98
9/14/2016,10511.4,3664100000,10700.53514,10696.46412,10565.69061,2.853568507,2.507563217,NYSE,1.34,1.32,1.12,1.32,95.33,102.5,37.92,7.61,16614.24,5173.77,3002.85,1326.1,43.58,19.07
9/20/2016,10560.25,3117380000,10675.02875,10691.12239,10565.58288,2.247011198,2.482516986,NYSE,1.33,1.32,1.12,1.3,96.02,101.85,37.87,7.84,16492.15,5241.35,3023,1318.2,43.44,19.28
9/21/2016,10708.37,3685450000,10681.0908,10691.79877,10568.41035,0.526504034,1.401987417,NYSE,1.32,1.32,1.12,1.3,95.66,101.55,38.64,8.31,16807.62,5295.18,3025.87,1331.4,45.34,19.77
9/23/2016,10717.99,3289860000,10687.79974,10692.82588,10571.37232,0.503266004,0.856037373,NYSE,1.31,1.3,1.12,1.31,95.48,100.83,39.01,7.83,16754.02,5305.75,3033.9,1341.7,44.48,19.81
9/26/2016,10624.88,3199910000,10676.35979,10690.16133,10572.43188,2.183930548,1.880115352,NYSE,1.31,1.32,1.12,1.3,95.31,100.89,38.31,7.78,16544.56,5257.49,2980.43,1344.1,45.93,19.6
9/27/2016,10665.34,3414090000,10674.35619,10689.18795,10574.27164,2.113856661,1.853386765,NYSE,1.31,1.32,1.12,1.3,95.44,100.36,37.97,7.8,16683.93,5305.71,2998.17,1330.4,44.67,19.17
9/28/2016,10753.45,3860390000,10688.73688,10691.70803,10577.81973,1.271498914,0.703960124,NYSE,1.3,1.32,1.12,1.3,95.43,100.47,39,7.7,16465.4,5318.55,2987.86,1323.7,47.05,19.12
9/29/2016,10643.52,4215620000,10680.51563,10689.8183,10579.12073,2.243712606,1.61976489,NYSE,1.3,1.31,1.12,1.3,95.54,100.93,38.86,7.7,16693.71,5269.15,2998.48,1326,47.83,19.19
9/30/2016,10721.74,4158800000,10688.01097,10691.07013,10581.94487,-1.009257826,1.172850675,NYSE,1.31,1.32,1.12,1.3,95.46,101.2,37.99,7.73,16449.84,5312,3004.7,1317.1,48.24,19.21
10/11/2016,10548,3393060000,10662.55443,10685.45954,10581.27269,1.832006068,2.305460751,NYSE,1.32,1.32,1.11,1.23,97.7,103.7,36.56,7.32,17024.76,5246.79,3065.25,1255.9,50.79,17.51
10/12/2016,10560.27,2959510000,10643.95726,10680.55015,10580.8568,-0.23588412,2.122104833,NYSE,1.32,1.32,1.11,1.23,97.97,103.34,36.46,7.39,16840,5239.02,3058.5,1253.8,50.18,17.51
10/13/2016,10522.94,3538030000,10621.95412,10674.36936,10579.70993,-0.10966517,2.151394952,NYSE,1.32,1.33,1.1,1.22,97.52,104.3,36.3,7.41,16774.24,5213.33,3061.35,1257.6,50.44,17.46
10/14/2016,10521.3,3187910000,10603.65337,10668.36664,10578.5533,0.370201401,2.75678861,NYSE,1.32,1.32,1.1,1.22,98.02,103.72,37.16,7.52,16856.37,5214.16,3063.81,1255.5,50.35,17.44
10/17/2016,10492.86,2832440000,10583.50912,10661.48402,10576.8564,2.053872824,2.903688794,NYSE,1.32,1.31,1.1,1.22,97.89,104.04,36.92,7.46,16900.12,5199.82,3041.17,1256.6,49.94,17.47
10/18/2016,10567.81,3172940000,10580.65474,10657.81053,10576.67727,1.421108063,1.863583846,NYSE,1.31,1.31,1.1,1.22,97.9,103.85,37.1,7.52,16963.61,5243.84,3083.88,1262.9,50.29,17.64
10/19/2016,10600.92,3364990000,10584.33933,10655.57953,10577.15732,0.226018119,1.613161877,NYSE,1.3,1.31,1.1,1.23,97.87,103.86,37.2,7.68,16998.91,5246.41,3084.72,1269.9,51.6,17.66
10/20/2016,10597.36,3339320000,10586.70673,10653.29641,10577.55737,0.64148052,2.449289257,NYSE,1.29,1.31,1.1,1.23,98.32,103.39,37.11,7.86,17235.5,5241.83,3084.46,1267.5,50.43,17.55
10/21/2016,10571.88,3456390000,10584.01096,10650.10361,10577.44495,1.717480713,3.0165874,NYSE,1.31,1.32,1.09,1.23,98.7,104.11,36.36,7.7,17184.59,5257.4,3090.94,1267.7,50.85,17.49
10/24/2016,10591.3,3359950000,10585.33624,10647.79759,10577.71931,0.493046179,2.821938761,NYSE,1.32,1.34,1.09,1.22,98.67,103.92,36.5,7.64,17234.42,5309.83,3128.25,1263.7,50.52,17.6
10/25/2016,10550.19,3756200000,10578.94601,10643.96984,10577.17417,1.626037067,3.148189748,NYSE,1.32,1.33,1.09,1.22,98.72,104.32,36.35,7.71,17365.25,5283.4,3131.94,1273.6,49.96,17.78
10/26/2016,10528.19,3778120000,10569.71765,10639.42945,10576.20419,0.188161498,0.810585675,NYSE,1.31,1.34,1.09,1.22,98.63,104.15,36.01,7.59,17391.84,5250.27,3116.31,1266.6,49.18,17.63
10/27/2016,10503.06,4209400000,10557.59807,10634.08163,10574.75579,0.544698402,2.267720074,NYSE,1.31,1.34,1.09,1.22,98.89,104.56,36.29,7.55,17336.42,5215.97,3112.35,1269.5,49.72,17.64
10/28/2016,10476.62,4028270000,10542.87479,10627.90667,10572.81251,0.442127327,0.560677012,NYSE,1.32,1.34,1.09,1.22,98.35,105.21,36.58,7.47,17446.41,5190.1,3104.27,1276.8,48.7,17.8
10/31/2016,10481.89,3926560000,10531.78664,10622.18052,10571.01206,0.375981812,0.281533197,NYSE,1.32,1.34,1.1,1.22,98.45,104.57,36.46,7.38,17425.02,5189.14,3100.49,1273.1,46.86,17.8
11/1/2016,10414.05,4539190000,10510.37998,10614.01854,10567.9039,0.7567661,1.403872653,NYSE,1.31,1.34,1.1,1.22,97.7,104.82,35.98,7.28,17442.4,5153.58,3122.44,1288,46.67,18.42
11/2/2016,10334.5,4289120000,10478.4018,10603.05703,10563.28204,2.257583821,3.617688326,NYSE,1.31,1.34,1.11,1.22,97.4,104.09,35.56,7.23,17134.68,5105.57,3102.73,1308.2,45.34,18.69
11/4/2016,10289.35,3841910000,10444.02875,10590.75479,10557.85764,3.028082435,4.165860817,NYSE,1.3,1.34,1.11,1.25,97.07,103.05,34.94,7.15,16905.36,5046.37,3125.32,1304.5,44.07,18.37
11/7/2016,10500.16,3739720000,10454.23443,10587.20206,10556.71512,0.92570018,1.187791424,NYSE,1.3,1.34,1.11,1.25,97.78,104.2,35.23,7.19,17177.21,5166.17,3133.33,1279.4,44.89,18.15
11/8/2016,10530.56,3921850000,10468.11181,10584.9808,10556.19719,0.392381792,1.279893947,NYSE,1.3,1.34,1.11,1.24,97.86,104.44,35.17,7.16,17171.38,5193.49,3147.89,1274.5,44.98,18.36
11/9/2016,10643.41,6267590000,10499.98421,10587.27214,10557.92418,-0.489598728,1.03387918,NYSE,1.29,1.33,1.1,1.24,98.5,105.03,33.31,7.22,16251.54,5251.07,3128.37,1273.5,45.27,18.38
11/10/2016,10683.41,6458450000,10533.33435,10591.04225,10560.40905,-1.246980131,-0.373382656,NYSE,1.31,1.34,1.09,1.24,98.79,105.85,35.94,7.19,17344.42,5208.8,3171.28,1266.4,44.66,18.74
11/14/2016,10679.77,5373670000,10559.95901,10594.52177,10562.77263,-1.419318955,0.392985991,NYSE,1.32,1.35,1.08,1.26,100.11,106.87,37.42,7.4,17672.62,5218.4,3210.37,1221.7,43.32,16.89
11/15/2016,10745.51,4548110000,10593.69556,10600.44288,10566.39119,-2.256291232,-1.83807004,NYSE,1.32,1.35,1.08,1.25,100.19,108.2,37.52,7.4,17668.15,5275.62,3206.99,1224.5,45.81,17.04
11/16/2016,10699.43,3847900000,10612.92,10604.32473,10569.02562,-2.082447383,-1.300630034,NYSE,1.32,1.35,1.07,1.25,100.41,109.04,38,7.49,17862.21,5294.58,3205.06,1223.9,45.57,16.93
11/17/2016,10740.08,3811730000,10636.04,10609.64846,10572.41284,-2.403985818,-2.02177265,NYSE,1.33,1.34,1.07,1.24,100.89,108.79,37.4,7.44,17862.63,5333.97,3208.45,1216.9,45.42,16.77
11/18/2016,10709.51,3580900000,10649.39818,10613.5646,10575.12763,-2.758856381,-1.757410003,NYSE,1.35,1.35,1.06,1.24,101.21,110.26,37.6,7.46,17967.41,5321.51,3192.86,1208.7,45.69,16.62
11/21/2016,10791.84,3611500000,10675.29669,10620.55579,10579.41897,-4.237831547,-2.770426545,NYSE,1.37,1.35,1.06,1.23,101.05,110.97,36.99,7.56,18106.02,5368.86,3218.15,1209.8,47.49,16.52
11/22/2016,10820.18,3960520000,10701.63911,10628.38419,10584.18651,-4.905925779,-2.332401125,NYSE,1.36,1.34,1.06,1.25,101.04,110.65,37.06,7.57,18162.94,5386.35,3248.35,1211.2,48.03,16.63
11/25/2016,10878.09,1584590000,10733.72109,10638.17658,10590.00639,-3.47423123,-2.547965681,NYSE,1.35,1.35,1.06,1.25,101.49,113.29,36.4,7.61,18381.22,5398.92,3261.94,1181,46.06,16.5
11/28/2016,10808.63,3515100000,10747.34089,10644.86103,10594.33557,-2.572666471,-1.9546418,NYSE,1.34,1.35,1.06,1.25,101.33,112.65,36.51,7.58,18356.89,5368.81,3277,1193.8,47.08,16.58
11/29/2016,10817.7,3709190000,10760.13346,10651.63903,10598.75862,-1.611155791,-2.272386921,NYSE,1.33,1.34,1.06,1.24,100.93,111.69,36.51,7.49,18307.04,5379.92,3282.92,1190.8,45.23,16.74
11/30/2016,10838.46,5538400000,10774.37465,10658.96534,10603.50519,-1.430553787,-2.280397769,NYSE,1.34,1.34,1.06,1.25,101.5,112.47,36.8,7.56,18308.48,5323.68,3250.03,1173.9,49.44,16.48
12/1/2016,10828.99,5067470000,10784.30471,10665.63297,10607.97023,-1.377967844,-2.574570666,NYSE,1.35,1.34,1.06,1.25,101.04,114.69,36.47,7.54,18513.12,5251.11,3273.31,1169.4,51.06,16.51
12/2/2016,10838.58,3782370000,10794.17295,10672.41521,10612.53676,-0.858691821,-2.863751525,NYSE,1.35,1.33,1.07,1.26,100.77,113.91,36.54,7.63,18426.08,5255.65,3243.84,1177.8,51.68,16.83
12/5/2016,10910.9,3898530000,10815.39605,10681.76755,10618.44494,-1.93815359,-3.737913463,NYSE,1.34,1.33,1.06,1.27,100.14,113.5,37.06,7.63,18274.99,5308.89,3204.71,1176.5,51.79,16.9
12/6/2016,10970.78,3857290000,10843.64767,10693.10137,10625.42188,-2.102858685,-4.504328772,NYSE,1.34,1.33,1.08,1.27,100.49,113.86,37.07,7.74,18360.54,5333,3199.65,1170.1,50.93,16.81
12/7/2016,11114.61,4504070000,10892.91355,10709.63112,10635.10877,-3.644752268,-5.692687373,NYSE,1.34,1.33,1.07,1.27,100.23,114.05,37.7,7.82,18496.69,5393.76,3222.24,1177.5,49.77,17.28
12/8/2016,11149.96,4203270000,10939.64927,10726.89892,10645.30384,-3.211850087,-6.600113364,NYSE,1.34,1.32,1.08,1.26,101.07,113.71,38.15,7.91,18765.47,5417.36,3215.37,1172.4,50.84,17.1
12/9/2016,11191.79,3886460000,10985.49304,10745.12995,10656.12535,-3.320380386,-7.659990046,NYSE,1.34,1.32,1.06,1.26,101.57,114.07,38.2,7.84,18996.37,5444.5,3232.88,1161.9,51.5,16.97
12/12/2016,11177.28,4038850000,11020.3634,10762.07701,10666.44525,-2.676769303,-7.944061525,NYSE,1.34,1.31,1.05,1.26,100.96,115.41,38.5,7.59,19155.03,5412.54,3152.97,1165.8,52.83,17.19
12/13/2016,11237.17,3875630000,11059.78278,10780.7081,10677.74673,-3.813593636,-6.55867981,NYSE,1.33,1.31,1.06,1.27,101.03,115,38.96,7.78,19250.52,5463.83,3155.04,1159,52.98,16.98
12/14/2016,11098.67,4409670000,11066.85318,10793.1772,10686.08184,-2.531564593,-5.118721432,NYSE,1.33,1.31,1.06,1.27,102,115.22,38.63,7.62,19253.61,5436.67,3140.53,1163.7,51.04,17.22
12/15/2016,11131.89,4173360000,11078.67806,10806.46005,10694.90972,-2.635940528,-4.388113788,NYSE,1.35,1.33,1.05,1.25,103.13,117.21,39.31,7.62,19273.79,5456.85,3117.68,1129.8,50.9,15.96
12/16/2016,11125.22,5928980000,11087.14023,10818.96044,10703.43072,-2.662688918,-3.97124731,NYSE,1.36,1.33,1.04,1.24,102.95,118.24,39,7.45,19401.15,5437.16,3122.98,1137.4,51.9,16.22
12/19/2016,11128.54,3252840000,11094.66746,10831.10082,10711.84873,-2.60555293,-4.032604457,NYSE,1.37,1.33,1.04,1.25,103.14,117.79,38.92,7.42,19391.6,5457.44,3118.08,1142.7,52.12,16.09
12/20/2016,11172.19,3306250000,11108.76247,10844.47686,10720.96439,-2.338753637,-3.819125883,NYSE,1.38,1.34,1.04,1.24,103.29,117.04,39.9,7.42,19494.53,5483.94,3102.88,1133.6,52.23,16.12
12/21/2016,11142.57,2854880000,11114.90929,10856.16679,10729.31302,-1.541744858,-3.97699992,NYSE,1.38,1.34,1.04,1.24,103.02,117.88,39.78,7.27,19444.49,5471.43,3137.43,1133.2,52.49,15.98
12/22/2016,11114.14,2880670000,11114.76942,10866.28339,10736.93336,0.004228847,-3.365622531,NYSE,1.38,1.34,1.04,1.24,103.09,117.6,39.81,7.25,19427.67,5447.42,3139.56,1133.6,52.95,15.87
12/27/2016,11146.4,1989730000,11120.52043,10877.26835,10745.04161,0.031938563,-3.919561473,NYSE,1.39,1.35,1.05,1.23,103.02,117.19,39.77,7.2,19403.06,5487.44,3114.66,1138.8,53.9,15.99
12/28/2016,11058.88,2402750000,11109.31308,10884.39038,10751.25623,1.201839608,-2.414711074,NYSE,1.39,1.36,1.05,1.23,103.26,117.48,39.54,7.1,19401.72,5438.56,3102.24,1140.9,54.06,16.04
12/29/2016,11074.33,2338700000,11102.95252,10891.83899,10757.65373,0.929627345,-2.294946963,NYSE,1.39,1.36,1.04,1.22,102.68,117.09,39.44,7.2,19145.14,5432.09,3096.1,1158.1,53.77,16.22
12/30/2016,11056.9,2671550000,11094.57934,10898.31197,10763.5794,1.630384647,-1.617180222,NYSE,1.38,1.35,1.06,1.23,102.39,116.27,39.21,7.14,19114.37,5383.12,3103.64,1151.7,53.72,15.99
1/4/2017,11246.54,3768890000,11122.20855,10911.96797,10773.14297,-1.314804375,-3.893730872,NYSE,1.38,1.34,1.04,1.22,102.7,117.66,41.54,7.24,19594.16,5477,3158.79,1165.3,53.26,16.55
1/5/2017,11247.69,3785080000,11145.02336,10925.13354,10782.53994,-1.029544733,-3.822918306,NYSE,1.37,1.33,1.05,1.23,101.52,117.11,41.67,7.36,19520.69,5487.94,3165.41,1181.3,53.76,16.64
1/6/2017,11237.62,3342080000,11161.85911,10937.38791,10791.55143,-1.000211789,-3.551997665,NYSE,1.36,1.32,1.06,1.24,102.22,115.26,41.17,7.25,19454.33,5521.06,3154.32,1173.4,53.99,16.52
1/10/2017,11183.33,3640560000,11165.76291,10947.0327,10799.30942,-0.48992563,-3.168465922,NYSE,1.36,1.32,1.06,1.22,102.01,115.99,40.4,7.29,19301.44,5551.82,3161.67,1185.5,50.82,16.85
1/11/2017,11226.78,3625080000,11176.85693,10958.00318,10807.77419,-0.48624806,-3.457803573,NYSE,1.36,1.32,1.06,1.22,101.78,115.87,40.47,7.24,19364.67,5563.65,3136.75,1196.6,52.25,16.83
1/12/2017,11204.15,3466220000,11181.8193,10967.656,10815.62321,-0.549617776,-2.617333756,NYSE,1.34,1.32,1.06,1.22,101.35,115.1,40.51,7.32,19134.7,5547.49,3119.29,1199.8,53.01,16.83
1/13/2017,11227.17,3090680000,11190.06488,10977.83302,10823.77265,-1.006754151,-2.283656523,NYSE,1.34,1.32,1.06,1.22,101.18,114.66,42.59,7.36,19287.28,5574.12,3112.76,1196.2,52.37,16.77
1/17/2017,11196.29,3586950000,11191.19672,10986.39996,10831.14923,-0.445594032,-0.72952737,NYSE,1.34,1.32,1.06,1.2,100.33,114.15,41.9,7.25,18813.53,5538.73,3108.77,1212.9,52.48,17.15
1/18/2017,11196.1,3317670000,11192.08823,10994.62349,10838.37598,-1.225605345,-0.412107788,NYSE,1.32,1.31,1.07,1.24,100.93,112.88,41.89,7.29,18894.37,5555.65,3113.01,1212.1,51.08,17.27
1/19/2017,11148.85,3168390000,11184.22673,11000.67159,10844.52398,-0.668409746,0.385151832,NYSE,1.33,1.33,1.06,1.23,101.15,114.76,42.44,7.14,19072.25,5540.08,3101.3,1201.5,51.37,17
1/20/2017,11192.79,3536850000,11185.78369,11008.20564,10851.42034,-1.214085139,-0.138571348,NYSE,1.32,1.33,1.07,1.23,100.74,114.98,41.83,7.09,19137.91,5555.33,3123.14,1204.9,52.42,17.03
1/23/2017,11170.62,3155240000,11183.02666,11014.57484,10857.74113,0.679639984,0.595759233,NYSE,1.32,1.33,1.07,1.24,100.16,113.81,42.51,6.97,18891.03,5552.94,3136.77,1215.6,52.75,17.19
1/24/2017,11249.28,3816950000,11195.07272,11023.77896,10865.49437,-0.014134238,-1.338841241,NYSE,1.32,1.32,1.08,1.25,100.35,112.78,42.72,6.98,18787.99,5600.96,3142.55,1210.8,53.18,17.19
1/25/2017,11339.05,3849340000,11221.25041,11036.14253,10874.87171,-0.894519382,-1.826960812,NYSE,1.32,1.32,1.07,1.25,100.03,113.84,42.35,6.9,19057.5,5656.34,3149.55,1200.5,52.75,16.98
1/26/2017,11313.12,3611510000,11237.95397,11047.00439,10883.54989,-1.14725204,-1.660903447,NYSE,1.32,1.31,1.08,1.26,100.38,113.29,43.12,6.96,19402.39,5655.18,3159.17,1192.5,53.78,16.85
2/3/2017,11310.74,3605970000,11251.18779,11057.34696,10892.0091,-0.742303333,-1.610858352,NYSE,1.31,1.3,1.08,1.25,99.87,112.79,41.55,7.22,18918.2,5666.77,3140.17,1220.8,53.83,17.48
2/6/2017,11264.11,3112390000,11253.53728,11065.45532,10899.37744,-0.532310143,-0.816043167,NYSE,1.3,1.3,1.08,1.25,99.91,112.64,40.53,7.18,18976.71,5663.55,3156.98,1232.1,53.01,17.69
2/7/2017,11243.38,3452460000,11251.69051,11072.43276,10906.18937,-0.144173727,-0.896616498,NYSE,1.31,1.31,1.07,1.25,100.26,111.83,40.3,7.26,18910.78,5674.22,3153.09,1236.1,52.17,17.76
2/8/2017,11251.8,3611950000,11251.71041,11079.46677,10913.03314,-0.493343287,-1.223448693,NYSE,1.31,1.32,1.07,1.25,100.28,112.39,40.13,7.24,19007.6,5682.45,3166.98,1239.5,52.34,17.71
2/9/2017,11327.68,3681600000,11265.52307,11089.20062,10921.24397,-1.161579423,-1.600327693,NYSE,1.31,1.31,1.07,1.25,100.65,111.95,40.21,7.26,18907.67,5715.18,3183.18,1236.8,53,17.74
2/10/2017,11377.72,3496600000,11285.92251,11100.5151,10930.2831,-2.011562949,-2.802318918,NYSE,1.31,1.31,1.07,1.25,100.8,113.43,40.12,7.26,19378.93,5734.13,3196.7,1235.9,53.86,17.93
2/13/2017,11433.93,3352370000,11312.83296,11113.5902,10940.25631,-2.108986149,-3.145025376,NYSE,1.3,1.31,1.06,1.25,100.96,113.91,40.7,7.26,19459.15,5763.96,3216.84,1225.8,52.93,17.82
2/14/2017,11468.87,3528040000,11341.20333,11127.52274,10950.72391,-2.600517749,-3.592071407,NYSE,1.31,1.31,1.06,1.25,101.25,113.71,41.9,7.19,19238.98,5782.57,3217.93,1225.4,53.2,17.89
2/15/2017,11514.4,3785870000,11372.69364,11142.6944,10961.88581,-2.302508164,-2.326304454,NYSE,1.3,1.31,1.06,1.25,101.18,114.3,41.4,7.07,19437.98,5819.44,3212.99,1233.1,53.11,17.96
2/16/2017,11504.19,3675900000,11396.60207,11156.87069,10972.62451,-1.435476987,-2.229622425,NYSE,1.3,1.31,1.06,1.25,100.44,114.11,41.78,7.02,19347.53,5814.9,3229.62,1241.6,53.36,18.07
2/17/2017,11510.91,3516830000,11417.38533,11170.75459,10983.28363,-1.718282916,-2.374182406,NYSE,1.3,1.31,1.07,1.25,100.95,113.31,41.81,7.01,19234.62,5838.58,3202.08,1239.1,53.4,18.03
2/21/2017,11578.25,3587520000,11446.63345,11186.7348,10995.06514,-2.310452789,-3.410878155,NYSE,1.3,1.31,1.06,1.25,101.37,113.28,41.24,7,19381.44,5865.95,3253.33,1238.9,54.06,18.04
2/22/2017,11550.18,3473170000,11465.46009,11200.98755,11006.05751,-2.476757938,-2.799956364,NYSE,1.3,1.31,1.05,1.25,101.33,113.67,41.58,6.96,19379.87,5860.63,3261.22,1233.3,53.59,17.95
2/23/2017,11556.15,4021770000,11481.94917,11214.91549,11016.95043,-2.706524232,-3.045997153,NYSE,1.3,1.32,1.06,1.25,101.05,113.42,41.42,6.96,19371.46,5835.51,3251.38,1251.4,54.45,18.12
2/24/2017,11541.29,3832410000,11492.73841,11227.71449,11027.33339,-2.508298466,-2.721706152,NYSE,1.3,1.31,1.06,1.26,101.09,112.68,40.88,7.07,19283.54,5845.31,3253.43,1258.3,53.99,18.41
2/27/2017,11558.35,3584680000,11504.66779,11240.68059,11037.84857,-1.995700078,-3.132454027,NYSE,1.3,1.31,1.06,1.24,101.13,112.19,39.99,6.94,19107.47,5861.9,3228.66,1258.8,54.05,18.42
2/28/2017,11512.39,4212460000,11506.07183,11251.33586,11047.24543,-1.169783164,-2.747387814,NYSE,1.3,1.32,1.06,1.24,101.12,112.75,40.8,6.87,19118.99,5825.44,3241.73,1253.9,54.01,18.47
3/1/2017,11661.22,4347630000,11534.28059,11267.40975,11059.40335,-1.949109956,-4.393794131,NYSE,1.31,1.33,1.06,1.24,101.78,113.08,41.56,6.95,19393.54,5904.03,3246.93,1250,53.83,18.49
3/2/2017,11575.91,3824030000,11541.84957,11279.5078,11069.6312,-0.924678924,-3.309631813,NYSE,1.31,1.34,1.05,1.23,102.2,114.12,41.35,6.96,19564.8,5861.22,3230.03,1232.9,52.61,17.75
3/3/2017,11598.37,3556670000,11552.12601,11292.0122,11080.10128,-0.723981042,-3.68801823,NYSE,1.32,1.34,1.05,1.23,101.54,114.34,41.12,7.01,19469.17,5870.75,3218.31,1226.5,53.33,17.74
3/6/2017,11547.79,3251800000,11551.33765,11302.0427,11089.36244,-0.377561421,-2.584996783,NYSE,1.32,1.34,1.06,1.23,101.64,113.85,40.83,6.92,19379.14,5849.18,3233.87,1225.5,53.2,17.77
3/7/2017,11506.32,3526300000,11543.15262,11310.05358,11097.61902,0.039891121,-1.453722824,NYSE,1.32,1.34,1.06,1.22,101.81,113.92,40.61,6.87,19344.15,5833.93,3242.41,1216.1,53.14,17.54
3/8/2017,11448.21,3814080000,11525.89033,11315.47147,11104.56142,1.135898101,-1.180009801,NYSE,1.32,1.34,1.06,1.22,102.07,113.93,40.97,6.83,19254.03,5837.55,3240.67,1209.4,50.28,17.3
3/9/2017,11457.64,3718450000,11513.48118,11321.04671,11111.55307,0.80767069,-1.282113943,NYSE,1.33,1.35,1.05,1.22,101.85,114.41,40.94,6.86,19318.58,5838.81,3216.75,1203.2,49.28,17.04
3/10/2017,11500.76,3434400000,11511.16823,11328.09429,11119.26014,0.481620345,-2.0576901,NYSE,1.33,1.35,1.06,1.22,101.25,115.15,41.22,7.02,19604.61,5861.73,3212.76,1201.4,48.49,16.92
3/13/2017,11519.44,3166650000,11512.67219,11335.59804,11127.1845,0.189679359,-2.396470662,NYSE,1.33,1.35,1.07,1.22,101.38,114.73,40.85,7.1,19633.75,5875.78,3237.02,1203.1,48.4,16.97
3/14/2017,11459.29,3173760000,11502.96634,11340.44871,11133.76084,0.864451463,-1.810670644,NYSE,1.32,1.35,1.07,1.22,101.7,114.92,40.91,7.08,19609.5,5856.82,3239.33,1202.6,47.72,16.92
3/15/2017,11590.31,3909490000,11518.847,11350.24719,11142.80142,-0.672285728,-2.265944569,NYSE,1.32,1.35,1.06,1.22,100.74,114.66,40.81,7.19,19577.38,5900.05,3241.76,1200.7,48.86,16.92
3/16/2017,11600.24,3368880000,11533.64573,11360.05083,11151.85961,0.525678779,-1.918236174,NYSE,1.3,1.33,1.07,1.23,100.27,113.4,40.82,7.22,19590.14,5900.76,3268.94,1227.1,48.75,17.33
3/17/2017,11589.01,5179820000,11543.71196,11369.02962,11160.51605,-0.113038128,-1.338164347,NYSE,1.3,1.33,1.08,1.24,100.3,113.34,40.71,7.25,19521.59,5901,3237.45,1230.2,48.78,17.41
