,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
12,0.0,0.0,1046.0496,376.95798,733.9221,456.04175,0.0,481.4129,0.0,388.472,0.0,559.3065,216.2462,10.583427,0.0,0.0,12.611129,0.0,746.2323,234.93661,620.8469,547.4341,0.0,420.71426,147.1258,377.9198,0.0,91.512596,338.9086,300.28946,0.0,215.7687,0.0,0.0,1478.4235,145.0607,84.42531,144.38931,0.0,0.0
13,0.0,180.64517,544.42017,426.923,656.5893,425.40445,0.0,494.57364,0.0,156.61496,0.0,1173.1656,264.1005,226.28464,0.0,0.0,0.0,0.0,874.6078,610.1969,949.424,784.7828,0.0,541.2885,0.0,342.6052,0.0,378.72684,0.0,152.61398,238.54071,0.0,51.338863,0.0,1352.0913,978.6094,771.53546,215.45392,0.0,153.9109
14,0.0,60.516747,148.74086,249.90549,318.3699,270.28113,0.0,0.0,0.0,0.0,0.0,404.2786,0.0,0.0,0.0,0.0,0.0,32.813835,1286.4182,213.21805,1094.5779,854.06305,0.0,479.48975,0.0,889.4375,0.0,935.7404,0.0,313.74255,616.82776,0.0,0.0,0.0,1593.0026,824.4779,816.2348,14.680443,0.0,242.00754
15,0.0,303.74146,0.0,467.11795,228.97185,397.27197,0.0,0.0,0.0,0.0,0.0,673.1968,0.0,0.0,0.0,0.0,0.0,375.1251,650.88525,177.21085,748.3354,656.31494,0.0,611.2735,0.0,0.0,0.0,239.79532,0.0,201.34763,0.0,0.0,0.0,0.0,988.32465,413.84567,660.8486,235.39337,0.0,314.35513
16,0.0,388.472,0.0,376.95798,216.2462,10.583427,0.0,0.0,12.611129,0.0,0.0,559.3065,0.0,0.0,0.0,0.0,147.1258,377.9198,746.2323,234.93661,620.8469,547.4341,0.0,420.71426,0.0,0.0,0.0,91.512596,0.0,300.28946,0.0,0.0,0.0,0.0,1478.4235,145.0607,493.12955,207.55353,0.0,365.40457
17,0.0,156.61496,0.0,465.09915,264.1005,41.203636,0.0,0.0,0.0,0.0,0.0,1173.1656,0.0,226.28464,0.0,0.0,0.0,342.6052,874.6078,285.30215,949.424,784.7828,238.54071,541.2885,51.338863,0.0,0.0,978.6094,0.0,0.0,0.0,0.0,0.0,25.596552,1352.0913,297.67056,771.53546,215.45392,0.0,153.9109
18,0.0,0.0,0.0,249.90549,0.0,0.0,0.0,0.0,0.0,0.0,250.1639,404.2786,0.0,0.0,0.0,0.0,0.0,889.4375,1286.4182,0.0,1094.5779,854.06305,616.82776,479.48975,0.0,0.0,0.0,935.7404,0.0,0.0,0.0,0.0,0.0,95.16949,1593.0026,394.73282,816.2348,36.839157,0.0,242.00754
19,0.0,303.74146,0.0,350.34036,228.97185,397.27197,0.0,0.0,0.0,0.0,620.0754,673.1968,415.86502,0.0,0.0,0.0,0.0,375.1251,650.88525,0.0,748.3354,656.31494,0.0,611.2735,0.0,0.0,697.1045,413.84567,0.0,0.0,0.0,0.0,0.0,0.0,988.32465,0.0,660.8486,235.39337,0.0,314.35513
20,0.0,388.472,0.0,559.3065,216.2462,10.583427,0.0,0.0,12.611129,0.0,746.2323,234.93661,620.8469,547.4341,0.0,420.71426,147.1258,377.9198,0.0,91.512596,338.9086,300.28946,0.0,215.7687,0.0,0.0,1478.4235,145.0607,84.42531,144.38931,0.0,0.0,0.0,308.83044,337.9352,0.0,493.12955,447.61942,0.0,365.40457
21,0.0,156.61496,0.0,1173.1656,264.1005,226.28464,0.0,0.0,0.0,0.0,874.6078,610.1969,949.424,784.7828,0.0,541.2885,0.0,342.6052,0.0,378.72684,0.0,152.61398,238.54071,0.0,51.338863,0.0,1352.0913,978.6094,771.53546,215.45392,0.0,153.9109,0.0,203.799,62.803936,0.0,78.93486,401.19977,0.0,54.92866
22,0.0,0.0,0.0,404.2786,0.0,0.0,0.0,0.0,0.0,32.813835,1286.4182,213.21805,1094.5779,854.06305,0.0,479.48975,0.0,889.4375,0.0,935.7404,0.0,313.74255,616.82776,0.0,0.0,0.0,1593.0026,824.4779,816.2348,14.680443,0.0,242.00754,0.0,151.58154,0.0,0.0,128.37895,259.32593,0.0,76.98177
23,0.0,0.0,0.0,673.1968,0.0,0.0,0.0,0.0,0.0,375.1251,650.88525,177.21085,748.3354,656.31494,0.0,611.2735,0.0,0.0,0.0,239.79532,0.0,201.34763,0.0,0.0,0.0,0.0,988.32465,413.84567,660.8486,235.39337,0.0,314.35513,0.0,231.56879,0.0,0.0,0.0,178.87694,156.89554,0.0
24,12.611129,0.0,0.0,559.3065,0.0,0.0,0.0,0.0,147.1258,377.9198,746.2323,234.93661,620.8469,547.4341,0.0,420.71426,0.0,0.0,0.0,91.512596,0.0,300.28946,0.0,0.0,0.0,0.0,1478.4235,145.0607,493.12955,207.55353,0.0,365.40457,0.0,308.83044,0.0,141.61105,0.0,447.61942,0.0,0.0
25,0.0,0.0,0.0,1173.1656,0.0,226.28464,0.0,0.0,0.0,342.6052,874.6078,285.30215,949.424,784.7828,238.54071,541.2885,51.338863,0.0,0.0,978.6094,0.0,0.0,0.0,0.0,0.0,25.596552,1352.0913,297.67056,771.53546,215.45392,0.0,153.9109,0.0,203.799,62.803936,172.00714,0.0,401.19977,0.0,21.302832
26,0.0,0.0,250.1639,404.2786,0.0,0.0,0.0,0.0,0.0,889.4375,1286.4182,0.0,1094.5779,854.06305,616.82776,479.48975,0.0,0.0,0.0,935.7404,0.0,0.0,0.0,0.0,0.0,95.16949,1593.0026,394.73282,816.2348,36.839157,0.0,242.00754,0.0,151.58154,0.0,372.84094,0.0,259.32593,0.0,0.0
27,0.0,0.0,620.0754,673.1968,415.86502,0.0,0.0,0.0,0.0,375.1251,650.88525,0.0,748.3354,656.31494,0.0,611.2735,0.0,0.0,697.1045,413.84567,0.0,0.0,0.0,0.0,0.0,0.0,988.32465,0.0,660.8486,235.39337,0.0,314.35513,0.0,231.56879,0.0,458.10995,0.0,0.0,156.89554,0.0
28,12.611129,0.0,746.2323,234.93661,620.8469,547.4341,0.0,420.71426,147.1258,377.9198,0.0,91.512596,338.9086,300.28946,0.0,215.7687,0.0,0.0,1478.4235,145.0607,84.42531,144.38931,0.0,0.0,0.0,308.83044,337.9352,0.0,493.12955,447.61942,0.0,365.40457,0.0,0.0,0.0,240.17642,0.0,0.0,0.0,0.0
29,0.0,0.0,874.6078,610.1969,949.424,784.7828,0.0,541.2885,0.0,342.6052,0.0,378.72684,0.0,152.61398,238.54071,0.0,51.338863,0.0,1352.0913,978.6094,771.53546,215.45392,0.0,153.9109,0.0,203.799,62.803936,0.0,78.93486,401.19977,0.0,54.92866,0.0,0.0,0.0,172.00714,0.0,0.0,0.0,0.0
30,0.0,32.813835,1286.4182,213.21805,1094.5779,854.06305,0.0,479.48975,0.0,889.4375,0.0,935.7404,0.0,313.74255,616.82776,0.0,0.0,0.0,1593.0026,824.4779,816.2348,14.680443,0.0,242.00754,0.0,151.58154,0.0,0.0,128.37895,259.32593,0.0,76.98177,0.0,0.0,0.0,372.84094,168.03452,32.58007,0.0,0.0
31,0.0,375.1251,650.88525,177.21085,748.3354,656.31494,0.0,611.2735,0.0,0.0,0.0,239.79532,0.0,201.34763,0.0,0.0,0.0,0.0,988.32465,413.84567,660.8486,235.39337,0.0,314.35513,0.0,231.56879,0.0,0.0,0.0,178.87694,156.89554,0.0,46.05269,49.46444,0.0,458.10995,220.03264,0.0,0.0,0.0
32,147.1258,377.9198,746.2323,234.93661,620.8469,547.4341,0.0,420.71426,0.0,0.0,0.0,91.512596,0.0,300.28946,0.0,0.0,0.0,0.0,1478.4235,145.0607,493.12955,207.55353,0.0,365.40457,0.0,308.83044,0.0,141.61105,0.0,447.61942,0.0,0.0,0.0,213.30081,87.435524,240.17642,134.49,283.56537,0.0,0.0
33,0.0,342.6052,874.6078,285.30215,949.424,784.7828,238.54071,541.2885,51.338863,0.0,0.0,978.6094,0.0,0.0,0.0,0.0,0.0,25.596552,1352.0913,297.67056,771.53546,215.45392,0.0,153.9109,0.0,203.799,62.803936,172.00714,0.0,401.19977,0.0,21.302832,0.0,255.30911,632.9107,93.97616,426.88974,531.06525,0.0,199.98918
34,0.0,889.4375,1286.4182,0.0,1094.5779,854.06305,616.82776,479.48975,0.0,0.0,0.0,935.7404,0.0,0.0,0.0,0.0,0.0,95.16949,1593.0026,394.73282,816.2348,36.839157,0.0,242.00754,0.0,151.58154,0.0,372.84094,0.0,259.32593,0.0,0.0,0.0,0.0,244.62111,281.14578,168.03452,274.9679,0.0,91.49827
35,0.0,375.1251,650.88525,0.0,748.3354,656.31494,0.0,611.2735,0.0,0.0,697.1045,413.84567,0.0,0.0,0.0,0.0,0.0,0.0,988.32465,0.0,660.8486,235.39337,0.0,314.35513,0.0,231.56879,0.0,458.10995,0.0,0.0,156.89554,0.0,46.05269,49.46444,461.87524,84.225945,220.03264,167.75644,0.0,0.0
36,147.1258,377.9198,0.0,91.512596,338.9086,300.28946,0.0,215.7687,0.0,0.0,1478.4235,145.0607,84.42531,144.38931,0.0,0.0,0.0,308.83044,337.9352,0.0,493.12955,447.61942,0.0,365.40457,0.0,0.0,0.0,240.17642,0.0,0.0,0.0,0.0,0.0,213.30081,87.435524,0.0,134.49,283.56537,0.0,0.0
37,0.0,342.6052,0.0,378.72684,0.0,152.61398,238.54071,0.0,51.338863,0.0,1352.0913,978.6094,771.53546,215.45392,0.0,153.9109,0.0,203.799,62.803936,0.0,78.93486,401.19977,0.0,54.92866,0.0,0.0,0.0,172.00714,0.0,0.0,0.0,0.0,0.0,255.30911,632.9107,380.61057,426.88974,531.06525,0.0,199.98918
38,0.0,889.4375,0.0,935.7404,0.0,313.74255,616.82776,0.0,0.0,0.0,1593.0026,824.4779,816.2348,14.680443,0.0,242.00754,0.0,151.58154,0.0,0.0,128.37895,259.32593,0.0,76.98177,0.0,0.0,0.0,372.84094,168.03452,32.58007,0.0,0.0,0.0,0.0,244.62111,85.52621,38.77174,274.9679,0.0,91.49827
39,0.0,0.0,0.0,239.79532,0.0,201.34763,0.0,0.0,0.0,0.0,988.32465,413.84567,660.8486,235.39337,0.0,314.35513,0.0,231.56879,0.0,0.0,0.0,178.87694,156.89554,0.0,46.05269,49.46444,0.0,458.10995,220.03264,0.0,0.0,0.0,0.0,0.0,461.87524,84.225945,0.0,167.75644,0.0,0.0
40,0.0,0.0,0.0,91.512596,0.0,300.28946,0.0,0.0,0.0,0.0,1478.4235,145.0607,493.12955,207.55353,0.0,365.40457,0.0,308.83044,0.0,141.61105,0.0,447.61942,0.0,0.0,0.0,213.30081,87.435524,240.17642,134.49,283.56537,0.0,0.0,0.0,648.20264,0.0,0.0,39.475567,0.0,0.0,0.0
41,51.338863,0.0,0.0,978.6094,0.0,0.0,0.0,0.0,0.0,25.596552,1352.0913,297.67056,771.53546,215.45392,0.0,153.9109,0.0,203.799,62.803936,172.00714,0.0,401.19977,0.0,21.302832,0.0,255.30911,632.9107,93.97616,426.88974,531.06525,0.0,199.98918,0.0,413.38464,0.0,380.61057,256.14383,0.0,1.7389224,0.0
42,0.0,0.0,0.0,935.7404,0.0,0.0,0.0,0.0,0.0,95.16949,1593.0026,394.73282,816.2348,36.839157,0.0,242.00754,0.0,151.58154,0.0,372.84094,0.0,259.32593,0.0,0.0,0.0,0.0,244.62111,281.14578,168.03452,274.9679,0.0,91.49827,0.0,0.0,0.0,20.353052,0.0,0.0,0.0,0.0
43,0.0,0.0,697.1045,413.84567,0.0,0.0,0.0,0.0,0.0,0.0,988.32465,0.0,660.8486,235.39337,0.0,314.35513,0.0,231.56879,0.0,458.10995,0.0,0.0,156.89554,0.0,46.05269,49.46444,461.87524,84.225945,220.03264,167.75644,0.0,0.0,0.0,0.0,0.0,189.26724,0.0,0.0,0.0,0.0
44,0.0,0.0,1478.4235,145.0607,84.42531,144.38931,0.0,0.0,0.0,308.83044,337.9352,0.0,493.12955,447.61942,0.0,365.40457,0.0,0.0,0.0,240.17642,0.0,0.0,0.0,0.0,0.0,213.30081,87.435524,0.0,134.49,283.56537,0.0,0.0,0.0,648.20264,0.0,499.5115,39.475567,0.0,0.0,0.0
45,51.338863,0.0,1352.0913,978.6094,771.53546,215.45392,0.0,153.9109,0.0,203.799,62.803936,0.0,78.93486,401.19977,0.0,54.92866,0.0,0.0,0.0,172.00714,0.0,0.0,0.0,0.0,0.0,255.30911,632.9107,380.61057,426.88974,531.06525,0.0,199.98918,0.0,413.38464,0.0,1163.2181,256.14383,0.0,1.7389224,0.0
46,0.0,0.0,1593.0026,824.4779,816.2348,14.680443,0.0,242.00754,0.0,151.58154,0.0,0.0,128.37895,259.32593,0.0,76.98177,0.0,0.0,0.0,372.84094,168.03452,32.58007,0.0,0.0,0.0,0.0,244.62111,85.52621,38.77174,274.9679,0.0,91.49827,0.0,0.0,0.0,20.353052,0.0,0.0,0.0,0.0
47,0.0,0.0,988.32465,413.84567,660.8486,235.39337,0.0,314.35513,0.0,231.56879,0.0,0.0,0.0,178.87694,156.89554,0.0,46.05269,49.46444,0.0,458.10995,220.03264,0.0,0.0,0.0,0.0,0.0,461.87524,84.225945,0.0,167.75644,0.0,0.0,0.0,0.0,0.0,189.26724,0.0,0.0,0.0,0.0
48,0.0,0.0,1478.4235,145.0607,493.12955,207.55353,0.0,365.40457,0.0,308.83044,0.0,141.61105,0.0,447.61942,0.0,0.0,0.0,213.30081,87.435524,240.17642,134.49,283.56537,0.0,0.0,0.0,648.20264,0.0,0.0,39.475567,0.0,0.0,0.0,315.26932,0.0,0.0,499.5115,0.0,0.0,0.0,0.0
49,0.0,25.596552,1352.0913,297.67056,771.53546,215.45392,0.0,153.9109,0.0,203.799,62.803936,172.00714,0.0,401.19977,0.0,21.302832,0.0,255.30911,632.9107,93.97616,426.88974,531.06525,0.0,199.98918,0.0,413.38464,0.0,380.61057,256.14383,0.0,1.7389224,0.0,603.4518,0.0,0.0,1163.2181,0.0,0.0,354.8684,0.0
50,0.0,95.16949,1593.0026,394.73282,816.2348,36.839157,0.0,242.00754,0.0,151.58154,0.0,372.84094,0.0,259.32593,0.0,0.0,0.0,0.0,244.62111,281.14578,168.03452,274.9679,0.0,91.49827,0.0,0.0,0.0,20.353052,0.0,0.0,0.0,0.0,0.0,567.8384,0.0,0.0,0.0,0.0,0.0,0.0
51,0.0,0.0,988.32465,0.0,660.8486,235.39337,0.0,314.35513,0.0,231.56879,0.0,458.10995,0.0,0.0,156.89554,0.0,46.05269,49.46444,461.87524,84.225945,220.03264,167.75644,0.0,0.0,0.0,0.0,0.0,189.26724,0.0,0.0,0.0,0.0,0.0,743.6249,211.59764,0.0,0.0,0.0,0.0,341.84546
52,0.0,308.83044,337.9352,0.0,493.12955,447.61942,0.0,365.40457,0.0,0.0,0.0,240.17642,0.0,0.0,0.0,0.0,0.0,213.30081,87.435524,0.0,134.49,283.56537,0.0,0.0,0.0,648.20264,0.0,499.5115,39.475567,0.0,0.0,0.0,315.26932,68.21227,721.2429,385.69803,722.60187,763.257,0.0,535.0204
53,0.0,203.799,62.803936,0.0,78.93486,401.19977,0.0,54.92866,0.0,0.0,0.0,172.00714,0.0,0.0,0.0,0.0,0.0,255.30911,632.9107,380.61057,426.88974,531.06525,0.0,199.98918,0.0,413.38464,0.0,1163.2181,256.14383,0.0,1.7389224,0.0,603.4518,453.779,938.8115,0.0,377.31543,698.8155,354.8684,539.4284
54,0.0,151.58154,0.0,0.0,128.37895,259.32593,0.0,76.98177,0.0,0.0,0.0,372.84094,168.03452,32.58007,0.0,0.0,0.0,0.0,244.62111,85.52621,38.77174,274.9679,0.0,91.49827,0.0,0.0,0.0,20.353052,0.0,0.0,0.0,0.0,0.0,567.8384,674.13574,0.0,24.106123,788.9653,0.0,88.98621
55,0.0,231.56879,0.0,0.0,0.0,178.87694,156.89554,0.0,46.05269,49.46444,0.0,458.10995,220.03264,0.0,0.0,0.0,0.0,0.0,461.87524,84.225945,0.0,167.75644,0.0,0.0,0.0,0.0,0.0,189.26724,0.0,0.0,0.0,0.0,0.0,743.6249,343.9843,64.85134,0.0,211.33163,0.0,341.84546
56,0.0,308.83044,0.0,141.61105,0.0,447.61942,0.0,0.0,0.0,213.30081,87.435524,240.17642,134.49,283.56537,0.0,0.0,0.0,648.20264,0.0,0.0,39.475567,0.0,0.0,0.0,315.26932,0.0,0.0,499.5115,0.0,0.0,0.0,0.0,0.0,68.21227,721.2429,400.6378,722.60187,763.257,0.0,535.0204
57,0.0,203.799,62.803936,172.00714,0.0,401.19977,0.0,21.302832,0.0,255.30911,632.9107,93.97616,426.88974,531.06525,0.0,199.98918,0.0,413.38464,0.0,380.61057,256.14383,0.0,1.7389224,0.0,603.4518,0.0,0.0,1163.2181,0.0,0.0,354.8684,0.0,0.0,453.779,938.8115,304.18283,377.31543,698.8155,0.0,539.4284
58,0.0,151.58154,0.0,372.84094,0.0,259.32593,0.0,0.0,0.0,0.0,244.62111,281.14578,168.03452,274.9679,0.0,91.49827,0.0,0.0,0.0,20.353052,0.0,0.0,0.0,0.0,0.0,567.8384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,674.13574,0.0,24.106123,788.9653,0.0,88.98621
59,0.0,231.56879,0.0,458.10995,0.0,0.0,156.89554,0.0,46.05269,49.46444,461.87524,84.225945,220.03264,167.75644,0.0,0.0,0.0,0.0,0.0,189.26724,0.0,0.0,0.0,0.0,0.0,743.6249,211.59764,0.0,0.0,0.0,0.0,341.84546,0.0,0.0,343.9843,613.6591,0.0,211.33163,0.0,0.0
60,0.0,0.0,0.0,240.17642,0.0,0.0,0.0,0.0,0.0,213.30081,87.435524,0.0,134.49,283.56537,0.0,0.0,0.0,648.20264,0.0,499.5115,39.475567,0.0,0.0,0.0,315.26932,68.21227,721.2429,385.69803,722.60187,763.257,0.0,535.0204,0.0,0.0,0.0,825.1326,0.0,3.2649767,0.0,0.0
61,0.0,0.0,0.0,172.00714,0.0,0.0,0.0,0.0,0.0,255.30911,632.9107,380.61057,426.88974,531.06525,0.0,199.98918,0.0,413.38464,0.0,1163.2181,256.14383,0.0,1.7389224,0.0,603.4518,453.779,938.8115,0.0,377.31543,698.8155,354.8684,539.4284,0.0,0.0,35.710728,668.5219,45.104168,0.0,0.0,0.0
62,0.0,0.0,0.0,372.84094,168.03452,32.58007,0.0,0.0,0.0,0.0,244.62111,85.52621,38.77174,274.9679,0.0,91.49827,0.0,0.0,0.0,20.353052,0.0,0.0,0.0,0.0,0.0,567.8384,674.13574,0.0,24.106123,788.9653,0.0,88.98621,0.0,0.0,377.69565,475.38834,323.30362,13.956932,0.0,0.0
63,46.05269,49.46444,0.0,458.10995,220.03264,0.0,0.0,0.0,0.0,0.0,461.87524,84.225945,0.0,167.75644,0.0,0.0,0.0,0.0,0.0,189.26724,0.0,0.0,0.0,0.0,0.0,743.6249,343.9843,64.85134,0.0,211.33163,0.0,341.84546,0.0,0.0,597.9468,613.6591,622.5547,64.19961,0.0,0.0
64,0.0,213.30081,87.435524,240.17642,134.49,283.56537,0.0,0.0,0.0,648.20264,0.0,0.0,39.475567,0.0,0.0,0.0,315.26932,0.0,0.0,499.5115,0.0,0.0,0.0,0.0,0.0,68.21227,721.2429,400.6378,722.60187,763.257,0.0,535.0204,0.0,0.0,462.8191,825.1326,902.9246,294.5262,0.0,259.53604
65,0.0,255.30911,632.9107,93.97616,426.88974,531.06525,0.0,199.98918,0.0,413.38464,0.0,380.61057,256.14383,0.0,1.7389224,0.0,603.4518,0.0,0.0,1163.2181,0.0,0.0,354.8684,0.0,0.0,453.779,938.8115,304.18283,377.31543,698.8155,0.0,539.4284,0.0,0.0,330.72595,668.5219,550.37164,195.8298,0.0,141.00754
66,0.0,0.0,244.62111,281.14578,168.03452,274.9679,0.0,91.49827,0.0,0.0,0.0,20.353052,0.0,0.0,0.0,0.0,0.0,567.8384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,674.13574,0.0,24.106123,788.9653,0.0,88.98621,0.0,227.65887,377.69565,475.38834,336.17053,119.29144,0.0,215.09085
67,46.05269,49.46444,461.87524,84.225945,220.03264,167.75644,0.0,0.0,0.0,0.0,0.0,189.26724,0.0,0.0,0.0,0.0,0.0,743.6249,211.59764,0.0,0.0,0.0,0.0,341.84546,0.0,0.0,343.9843,613.6591,0.0,211.33163,0.0,0.0,0.0,307.95642,597.9468,487.80386,622.5547,120.564285,0.0,126.87936
68,0.0,213.30081,87.435524,0.0,134.49,283.56537,0.0,0.0,0.0,648.20264,0.0,499.5115,39.475567,0.0,0.0,0.0,315.26932,68.21227,721.2429,385.69803,722.60187,763.257,0.0,535.0204,0.0,0.0,0.0,825.1326,0.0,3.2649767,0.0,0.0,0.0,153.1412,580.0298,502.20053,902.9246,294.5262,0.0,259.53604
69,0.0,255.30911,632.9107,380.61057,426.88974,531.06525,0.0,199.98918,0.0,413.38464,0.0,1163.2181,256.14383,0.0,1.7389224,0.0,603.4518,453.779,938.8115,0.0,377.31543,698.8155,354.8684,539.4284,0.0,0.0,35.710728,668.5219,45.104168,0.0,0.0,0.0,0.0,202.16144,442.73,202.02908,550.37164,276.4197,0.0,160.34827
70,0.0,0.0,244.62111,85.52621,38.77174,274.9679,0.0,91.49827,0.0,0.0,0.0,20.353052,0.0,0.0,0.0,0.0,0.0,567.8384,674.13574,0.0,24.106123,788.9653,0.0,88.98621,0.0,0.0,377.69565,475.38834,323.30362,13.956932,0.0,0.0,0.0,227.65887,122.022064,247.82675,336.17053,119.29144,0.0,215.09085
71,0.0,0.0,461.87524,84.225945,0.0,167.75644,0.0,0.0,0.0,0.0,0.0,189.26724,0.0,0.0,0.0,0.0,0.0,743.6249,343.9843,64.85134,0.0,211.33163,0.0,341.84546,0.0,0.0,597.9468,613.6591,622.5547,64.19961,0.0,0.0,0.0,307.95642,0.0,339.2675,185.23637,120.564285,0.0,126.87936
72,0.0,648.20264,0.0,0.0,39.475567,0.0,0.0,0.0,315.26932,0.0,0.0,499.5115,0.0,0.0,0.0,0.0,0.0,68.21227,721.2429,400.6378,722.60187,763.257,0.0,535.0204,0.0,0.0,462.8191,825.1326,902.9246,294.5262,0.0,259.53604,0.0,153.1412,580.0298,21.854578,289.17676,254.99973,0.0,196.52249
73,0.0,413.38464,0.0,380.61057,256.14383,0.0,1.7389224,0.0,603.4518,0.0,0.0,1163.2181,0.0,0.0,354.8684,0.0,0.0,453.779,938.8115,304.18283,377.31543,698.8155,0.0,539.4284,0.0,0.0,330.72595,668.5219,550.37164,195.8298,0.0,141.00754,0.0,202.16144,442.73,281.45627,383.4219,276.4197,0.0,160.34827
74,0.0,0.0,0.0,20.353052,0.0,0.0,0.0,0.0,0.0,567.8384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,674.13574,0.0,24.106123,788.9653,0.0,88.98621,0.0,227.65887,377.69565,475.38834,336.17053,119.29144,0.0,215.09085,0.0,0.0,122.022064,186.4584,0.0,0.0,0.0,0.0
