Date,Open,High,Low,Close
10/13/2022,"19.010","19.290","18.410","18.918"
10/12/2022,"19.175","19.310","18.840","18.938"
10/11/2022,"19.630","19.725","19.050","19.487"
10/10/2022,"20.185","20.210","19.525","19.615"
10/07/2022,"20.710","20.875","20.020","20.255"
10/06/2022,"20.750","20.930","20.400","20.660"
10/05/2022,"21.120","21.135","19.985","20.544"
10/04/2022,"20.745","21.310","20.680","21.099"
10/03/2022,"18.995","20.780","18.980","20.589"
09/30/2022,"18.810","19.300","18.745","19.039"
09/29/2022,"18.910","18.915","18.465","18.712"
09/28/2022,"18.365","18.965","17.895","18.880"
09/27/2022,"18.350","18.785","18.295","18.337"
09/26/2022,"18.850","19.045","18.310","18.480"
09/23/2022,"19.660","19.745","18.760","18.910"
09/22/2022,"19.645","19.890","19.250","19.617"
09/21/2022,"19.265","19.960","19.230","19.480"
09/20/2022,"19.595","19.605","19.070","19.183"
09/19/2022,"19.600","19.690","19.235","19.358"
09/16/2022,"19.175","19.640","18.770","19.381"
09/15/2022,"19.600","19.625","19.110","19.269"
09/14/2022,"19.300","19.685","19.215","19.569"
09/13/2022,"19.785","19.930","19.295","19.491"
09/12/2022,"18.815","20.005","18.775","19.860"
09/09/2022,"18.450","18.860","18.445","18.767"
09/08/2022,"18.395","18.665","18.240","18.442"
09/07/2022,"17.905","18.400","17.740","18.260"
09/06/2022,"18.025","18.465","17.825","17.908"
09/02/2022,"17.665","18.165","17.620","17.881"
09/01/2022,"17.850","17.865","17.400","17.666"
08/31/2022,"18.290","18.390","17.800","17.882"
08/30/2022,"18.675","18.700","18.225","18.287"
08/29/2022,"18.770","18.770","18.300","18.557"
08/26/2022,"19.130","19.345","18.680","18.746"
08/25/2022,"18.995","19.260","18.955","19.120"
08/24/2022,"19.020","19.105","18.815","18.907"
08/23/2022,"18.885","19.155","18.650","19.026"
08/22/2022,"18.970","19.065","18.605","18.878"
08/19/2022,"19.470","19.480","18.925","19.069"
08/18/2022,"19.740","19.885","19.410","19.464"
08/17/2022,"20.105","20.240","19.630","19.731"
08/16/2022,"20.230","20.250","19.860","20.085"
08/15/2022,"20.805","20.870","20.020","20.272"
08/12/2022,"20.260","20.850","20.190","20.698"
08/11/2022,"20.575","20.605","20.190","20.349"
08/10/2022,"20.500","20.830","20.315","20.742"
08/09/2022,"20.695","20.740","20.400","20.482"
08/08/2022,"19.840","20.745","19.745","20.614"
08/05/2022,"20.160","20.280","19.470","19.842"
08/04/2022,"20.045","20.380","19.930","20.122"
08/03/2022,"19.955","20.140","19.750","19.894"
08/02/2022,"20.340","20.495","19.915","20.139"
08/01/2022,"20.335","20.510","20.065","20.362"
